call_id,customer_id,phone_number,tower_id,call_type,call_duration_seconds,data_usage_mb,signal_strength_dbm,call_timestamp,call_success,revenue_naira,network_type,roaming,signal_valid,phone_valid,signal_quality,call_hour,call_day,call_month
b12cee9d-5393-4e4e-a38e-97bbe05b87f1,CU000113,8188500007,TW0027,Sms,2336.0,1130.44,-50.0,2024-05-28 01:20:00,False,34.99,4G,True,True,False,Good,1,Tuesday,May
4cfca9d3-72fb-414a-bd24-fa5354a09462,CU000742,8169838407,TW0028,Data,1446.0,240.33,-84.0,2024-05-24 21:11:00,False,364.47,4G,True,True,False,Fair,21,Friday,May
c78dd3f5-43f1-4a05-940b-c70b5fb7aacc,CU001228,9029874054,TW0086,Data,4874.0,4938.82,-75.0,2024-02-12 02:25:00,False,349.22,3G,False,True,False,Fair,2,Monday,February
c4d40ec5-3a5b-4520-a1bc-b71f9726fec5,CU000751,8158408204,INVALID_TW9812,Data,1537.0,4687.16,-91.0,2024-04-23 21:57:00,True,837.48,4G,True,True,False,Poor,21,Tuesday,April
b5742be1-8ac6-4bab-8703-9ca34584b768,CU001347,9031461898,TW0118,Sms,2975.0,3076.88,-55.0,2024-01-21 05:18:00,True,673.84,5G,True,True,False,Good,5,Sunday,January
d85f0f81-bf17-48cf-9710-4259e4edda58,CU000895,9053818616,INVALID_TW9632,Voice,2117.0,1217.43,-64.0,2024-05-31 02:34:00,True,677.43,4G,True,True,False,Good,2,Friday,May
566176d3-4bc1-4058-ad8f-2a467ce480d1,CU000340,2.34813E+12,TW0083,Data,2924.0,2060.25,-94.0,2024-01-14 01:56:00,True,656.64,5G,True,True,False,Poor,1,Sunday,January
0f0e0c76-69c2-4db5-8d03-01491f93d04b,CU000275,7087831747,TW0127,Sms,-3488.0,0.0,-47.0,2024-05-12 09:30:00,True,608.85,4G,True,True,False,Good,9,Sunday,May
313ed8ad-2206-4c8a-9045-9f266d4a4855,CU001191,8098956294,TW0017,Voice,3087.0,2579.66,150.0,2024-03-12 02:23:00,True,136.1,3G,False,False,False,Good,2,Tuesday,March
d0b386af-a238-4a8e-82b6-7ec2515256ea,CU000954,8069680946,TW0016,Data,3431.0,1261.62,-75.0,2024-02-29 14:43:00,False,67.41,5G,False,True,False,Fair,14,Thursday,February
5074de3c-65da-4d04-bc3a-64f063ce789c,CU000722,8156385189,TW0117,Sms,7058.0,4032.42,-111.0,2024-02-23 12:26:00,False,696.95,4G,True,True,False,Poor,12,Friday,February
c4c21c6a-b16a-4e75-ac10-4cb1d53f46cf,CU000475,7015162762,TW0132,Sms,0.0,1482.26,-117.0,2024-02-12 22:34:00,True,584.0,4G,True,True,False,Poor,22,Monday,February
d5ff9876-1329-47a1-8304-6449d4a5cbbc,CU000360,9097020274,TW0135,Data,1280.0,4203.49,-63.0,2024-01-10 14:05:00,True,209.61,3G,True,True,False,Good,14,Wednesday,January
3092ed72-f13b-4fff-840d-bd685d1c74b7,CU000601,9053311667,TW0098,Sms,3625.0,3744.86,-103.0,2024-04-19 23:15:00,True,505.82,5G,False,True,False,Poor,23,Friday,April
503145d1-12f5-4169-a849-b2b53262a709,CU000015,8094983691,TW0113,Voice,5454.0,4119.4,-39.0,2024-03-29 14:31:00,True,55.93,4G,False,True,False,Good,14,Friday,March
4aaac815-c134-4e20-bf1c-fad775caefd6,CU000125,80150057,TW0150,Voice,6356.0,3727.32,-104.0,2024-02-13 23:09:00,False,337.75,5G,True,True,False,Poor,23,Tuesday,February
670d2d16-78c1-42f5-b78a-e021b8c69098,CU000542,8013666354,TW0072,Data,3532.0,1141.32,-98.0,2024-06-08 00:00:00,True,891.17,3G,False,True,False,Poor,0,Saturday,June
66cc3178-41ec-4eb3-b598-1a9418987a9b,CU000508,8036788983,TW0037,Sms,4503.0,1602.34,-111.0,2024-01-10 10:25:00,True,129.3,3G,False,True,False,Poor,10,Wednesday,January
d528f872-3e66-44b4-831e-739ca5dab5f8,CU000653,9055050622,TW0118,Sms,2996.0,3300.25,-31.0,2024-05-28 00:57:00,False,896.55,3G,False,True,False,Good,0,Tuesday,May
da990116-7233-4431-8af7-c1fce8bdd802,CU000616,9066053211,TW0022,Data,7170.0,4199.21,-49.0,2024-02-27 01:29:00,True,774.84,2G,False,True,False,Good,1,Tuesday,February
edb8a5af-7002-4f23-b91f-cfb6859862d2,CU000496,8094512152,TW0093,Sms,750.0,3689.13,-84.0,2024-01-03 18:16:00,True,797.22,2G,True,True,False,Fair,18,Wednesday,January
756912fa-95d3-4e7b-8b4a-57c97d1e294a,CU001171,8139171446,TW0043,Sms,4654.0,134.55,-59.0,2024-06-04 19:05:00,False,203.95,4G,False,True,False,Good,19,Tuesday,June
bff5fa8e-5064-47f8-9fc3-5e9c88645a1a,CU001455,775733649,TW0068,Sms,562.0,3004.13,-65.0,2024-06-26 03:09:00,True,619.25,3G,False,True,False,Good,3,Wednesday,June
e614cef0-3443-401c-b326-0e730ec4b674,CU000594,8189206403,unknown,Voice,2501.0,813.81,-43.0,2024-01-13 06:07:00,False,676.1,4G,True,True,False,Good,6,Saturday,January
78f02496-05fb-4bc8-afc4-2f91b4220771,CU000804,9066305096,TW0056,Data,5956.0,1034.49,-101.0,2024-02-29 02:58:00,False,11.35,3G,False,True,False,Poor,2,Thursday,February
d9ed8b96-a007-42d8-8cbb-3eccba906247,CU001037,8061143494,TW0024,Sms,3925.0,1605.3,-106.0,2024-03-02 13:01:00,False,256.1,4G,False,True,False,Poor,13,Saturday,March
1d40d38c-bba9-4ded-8b47-ee65627912b3,CU001441,9025826896,TW0127,Data,5795.0,0.0,-72.0,2024-02-23 21:47:00,True,315.46,3G,False,True,False,Fair,21,Friday,February
2f128b5e-8c85-4ad9-876c-4e3e9c3dc9b7,CU001175,7021523067,TW0049,Sms,7042.0,302.13,-61.0,2024-01-06 19:15:00,True,986.81,3G,False,True,False,Good,19,Saturday,January
0df61e5a-c369-4981-88d1-82962c7509a1,CU000687,80734388,TW0044,Data,42.0,2464.44,-79.0,2024-05-18 06:39:00,False,894.17,5G,True,True,False,Fair,6,Saturday,May
a145d418-04f7-46e0-8960-8841d98fec16,CU000482,9094803579,TW0133,Sms,0.0,1030.96,-95.0,2024-04-11 08:28:00,True,413.3,4G,True,True,False,Poor,8,Thursday,April
98202b41-dd69-4424-8d97-c6ff569c2619,CU000473,8044331985,unknown,Data,723.0,2001.62,-78.0,2024-03-29 03:47:00,True,253.06,2G,True,True,False,Fair,3,Friday,March
73990b85-9fdf-43a4-9ae4-f3e5f79fc3af,CU001440,8172383817,unknown,Sms,560.0,2695.07,-81.0,2024-04-08 10:21:00,True,379.08,4G,True,True,False,Fair,10,Monday,April
2081e365-dc00-4430-b73f-c1c644da5f9f,CU000524,80644207,TW0064,Data,6380.0,4958.34,-109.0,2024-03-09 18:22:00,True,787.93,2G,True,True,False,Poor,18,Saturday,March
9ea61c9e-96c0-49ba-bf4e-d3bf12d0c3f5,CU000848,7052951364,INVALID_TW9088,Voice,1127.0,3877.18,-54.0,2024-04-06 23:55:00,False,390.58,4G,False,True,False,Good,23,Saturday,April
0b17043e-e280-4468-b840-6bebd6757955,CU000666,8179320247,TW0015,Data,0.0,4899.2,-87.0,2024-01-08 22:50:00,True,240.55,4G,False,True,False,Fair,22,Monday,January
be5e19c8-4a80-4082-855e-fa3badb614cc,CU000070,7013293721,TW0122,Sms,-1721.0,2435.07,-36.0,2024-05-27 12:27:00,False,293.68,2G,False,True,False,Good,12,Monday,May
cfd8434d-14fb-418a-b3bf-e9b0055e8eff,CU000268,8067430736,TW0091,Data,1380.0,4836.15,-112.0,2024-06-14 10:43:00,True,711.6,4G,False,True,False,Poor,10,Friday,June
65694b64-c712-4527-9e21-26f25cfc97ca,CU001472,8139417437,TW0132,Data,5599.0,265.1,-75.0,2024-05-22 23:15:00,True,873.96,4G,True,True,False,Fair,23,Wednesday,May
76b8b34a-09cb-4203-8223-dd29ce6c514a,CU001446,8048164274,TW0074,Voice,6945.0,1226.12,-101.0,2024-05-18 18:35:00,False,48.28,3G,False,True,False,Poor,18,Saturday,May
87b4dd23-2307-4157-bd04-a752c2095678,CU000968,8131936211,TW0117,Sms,678.0,2801.84,-112.0,2024-05-14 15:46:00,False,115.99,5G,True,True,False,Poor,15,Tuesday,May
456561ed-aa25-4105-82c4-20b06c44dfee,CU001460,8162429208,TW0066,Voice,844.0,4281.29,-47.0,2024-04-27 16:58:00,False,970.07,3G,False,True,False,Good,16,Saturday,April
7beb190f-ec51-40fa-9721-35a9509106f9,CU001146,9021877905,TW0124,Voice,5963.0,23.66,-49.0,2024-01-31 17:53:00,True,754.95,5G,False,True,False,Good,17,Wednesday,January
abdc6f18-bbfb-406c-a6c0-cc79542af760,CU000844,7025546937,TW0105,Voice,1215.0,1802.93,-94.0,2024-05-20 16:08:00,True,829.11,3G,False,True,False,Poor,16,Monday,May
f1b87aad-f9b7-4393-89f8-d50b5b8e21a1,CU000504,8094728964,TW0006,Voice,6362.0,3157.57,-67.0,2024-06-29 01:36:00,False,272.96,4G,True,True,False,Good,1,Saturday,June
5fa41120-1e4b-4283-8410-f012635dd98c,CU000624,8175512879,TW0112,Data,7087.0,3420.57,-76.0,2024-01-16 12:23:00,True,89.81,4G,True,True,False,Fair,12,Tuesday,January
937cb41a-1c0c-4c21-825c-ee749d93f86f,CU001183,9063722426,TW0070,Sms,0.0,201.79,-104.0,2024-02-08 21:57:00,False,171.83,4G,False,True,False,Poor,21,Thursday,February
910d347e-80d5-41a2-b4bf-22754d4990e3,CU000068,9093576390,INVALID_TW9932,Data,3780.0,4100.09,-115.0,2024-04-07 11:07:00,False,708.09,3G,False,True,False,Poor,11,Sunday,April
b54843ca-a158-45eb-92ad-63fe107145ae,CU000734,9061506789,TW0007,Sms,1719.0,4620.75,-94.0,2024-02-19 05:49:00,False,465.35,3G,False,True,False,Poor,5,Monday,February
58097512-3529-458b-bf00-184994835589,CU000073,8063864080,TW0149,Data,1879.0,0.0,-114.0,2024-01-02 00:17:00,False,233.22,3G,False,True,False,Poor,0,Tuesday,January
e84726c3-234d-44a2-a840-0f416ece0dc3,CU000576,7056336813,TW0132,Voice,5198.0,412.45,-58.0,2024-05-20 11:48:00,False,477.52,5G,True,True,False,Good,11,Monday,May
d1803ebb-6555-4cb5-aadf-3f39097eaf78,CU001446,7056809223,TW0099,Sms,2477.0,0.0,-58.0,2024-06-19 04:40:00,False,198.22,4G,False,True,False,Good,4,Wednesday,June
0532e37e-e3df-4c8d-adf1-308d85216ce3,CU000272,8166197128,TW0053,Data,4555.0,4013.94,-43.0,2024-04-26 22:23:00,False,164.98,4G,True,True,False,Good,22,Friday,April
69f178b6-b1d2-4135-9a4a-eb1a221034e0,CU000744,8137488346,TW0108,Data,5578.0,0.0,-70.0,2024-04-21 07:19:00,True,471.03,4G,True,True,False,Good,7,Sunday,April
868e6ec7-5d88-47c2-b492-d06e043a5226,CU001196,8169151402,TW0064,Voice,5043.0,3653.57,-78.0,2024-02-17 21:28:00,False,572.76,5G,False,True,False,Fair,21,Saturday,February
a78f5ba3-7f67-4600-8fd2-77be94ddd09a,CU000592,9051211902,TW0087,Voice,0.0,1601.93,-75.0,2024-04-02 04:47:00,False,15.7,3G,False,True,False,Fair,4,Tuesday,April
d5032f8e-665d-4bcb-b9f7-0a5afa8d1e49,CU000771,8062400732,TW0053,Sms,6085.0,1754.62,-61.0,2024-02-22 06:38:00,True,667.53,2G,True,True,False,Good,6,Thursday,February
d6a46576-ebc4-48f4-bd65-76880d42a4b4,CU001064,8094020446,INVALID_TW9010,Sms,5898.0,114.53,-101.0,2024-04-15 15:32:00,False,630.1,4G,True,True,False,Poor,15,Monday,April
2cbe3acd-4dd1-48ad-99b1-21ee593d00f7,CU001263,80374552,TW0015,Data,4910.0,483.64,-30.0,2024-06-17 08:26:00,True,254.94,5G,False,True,False,Good,8,Monday,June
1245f4d7-e886-4c67-b12a-8264791b159f,CU000541,8163274639,TW0071,Voice,4966.0,2540.56,-56.0,2024-01-11 21:24:00,True,802.22,3G,False,True,False,Good,21,Thursday,January
4c28f8c0-3d2b-49ac-85f7-2df95c696113,CU000904,7027240267,TW0123,Sms,3525.0,2914.19,-110.0,2024-04-19 10:22:00,True,710.16,3G,False,True,False,Poor,10,Friday,April
b454f4b5-ad3a-4994-bd17-25243cf0de4b,CU000620,8092130901,TW0012,Sms,4269.0,1074.29,-75.0,2024-04-16 00:10:00,False,785.4,5G,False,True,False,Fair,0,Tuesday,April
7b0a5b4f-bb64-4c3d-aaa7-9a3b48723033,CU000141,8047788857,INVALID_TW9896,Voice,2410.0,4280.75,-51.0,2024-01-24 03:12:00,True,625.47,3G,True,True,False,Good,3,Wednesday,January
c68824ae-3d6a-43cc-bdc2-892e0d45bfea,CU001376,80679324,TW0031,Voice,0.0,0.0,-52.0,2024-04-22 04:38:00,False,707.14,4G,False,True,False,Good,4,Monday,April
af424f64-dc0a-4ba6-a0c0-8e3e9626d522,INVALID_CU992011,8064116123,TW0094,Voice,3461.0,4814.19,-103.0,2024-01-20 08:02:00,True,943.67,3G,False,True,False,Poor,8,Saturday,January
f5427433-9d95-41f2-9afd-d09e8b184ca5,CU001005,9056014920,TW0019,Data,1376.0,2771.84,-38.0,2024-01-17 19:54:00,False,195.67,3G,True,True,False,Good,19,Wednesday,January
2b473980-62a0-4e37-8346-97b26a3083a1,CU001190,9059670745,TW0131,Data,1111.0,3940.15,-84.0,2024-06-18 00:56:00,True,633.27,4G,False,True,False,Fair,0,Tuesday,June
39ba0ea1-28de-425f-8a20-2d67aece4234,CU000705,80757768,INVALID_TW9295,Data,533.0,244.77,-66.0,2024-01-02 23:50:00,True,839.83,4G,False,True,False,Good,23,Tuesday,January
f14dc08a-59dc-4aa1-9ebc-471394f76143,CU000714,7051506516,TW0140,Data,332.0,708.3,-110.0,2024-03-19 13:11:00,False,674.48,3G,True,True,False,Poor,13,Tuesday,March
fe4ed250-c569-4ad3-9174-2bb29ec03987,CU001230,8138816646,TW0100,Data,1599.0,1953.73,-84.0,2024-05-06 18:58:00,True,966.09,3G,False,True,False,Fair,18,Monday,May
18abe32c-7b0a-492d-97ce-7636c931b12a,CU000800,8037691200,TW0100,Sms,6297.0,1995.09,150.0,2024-03-19 13:30:00,True,124.94,4G,False,False,False,Good,13,Tuesday,March
f1ad33dc-bfb8-4677-8469-42d8ba45659d,CU000605,776453433,TW0126,Sms,515.0,4109.3,-104.0,2024-02-22 23:24:00,True,0.69,4G,False,True,False,Poor,23,Thursday,February
55128ab5-7bff-4cd8-b3f6-dcd48e03443b,CU000129,7056336813,TW0080,Sms,884.0,4246.12,-101.0,2024-01-03 08:23:00,True,16.66,4G,True,True,False,Poor,8,Wednesday,January
46dda16a-c071-4cfb-9e7f-e51772bc021b,CU001487,7085507448,TW0063,Data,1012.0,55583.0,-75.0,2024-03-10 00:51:00,False,511.99,4G,False,True,False,Fair,0,Sunday,March
47dfeda7-b33a-47b7-8496-27c08941d826,CU000987,8093177667,TW0120,Sms,4456.0,4369.35,-101.0,2024-01-25 23:33:00,False,653.14,2G,False,True,False,Poor,23,Thursday,January
8b1efc17-0243-4e56-bb7f-898a4d2c19b5,CU000837,8092597520,TW0080,Data,3794.0,3082.76,-93.0,2024-06-22 09:32:00,True,195.42,5G,False,True,False,Poor,9,Saturday,June
ff7f4e80-9abd-4ead-9b5f-a627b75502f2,CU001091,7045356572,TW0097,Data,4472.0,1496.14,-56.0,2024-04-24 22:58:00,False,604.18,2G,True,True,False,Good,22,Wednesday,April
4d45fb08-8550-4262-a3cb-aaeca06d3dde,CU001219,9093576390,TW0053,Voice,6964.0,4053.87,-74.0,2024-02-28 00:05:00,True,746.31,3G,True,True,False,Fair,0,Wednesday,February
698ecd4a-eb3d-4f64-9108-13b0dec03560,CU001458,8066157785,TW0128,Voice,2915.0,3584.71,-53.0,2024-05-14 04:07:00,True,499.14,4G,False,True,False,Good,4,Tuesday,May
25a512c6-6131-4294-bdb1-e413974344c2,CU001006,7086288400,TW0057,Sms,0.0,4762.89,-75.0,2024-02-11 14:13:00,False,980.56,3G,False,True,False,Fair,14,Sunday,February
b97826a6-4e0e-4c8e-8d77-d8821af33e44,CU000635,80960624,TW0102,Voice,0.0,1279.19,-92.0,2024-04-13 22:08:00,True,120.15,3G,False,True,False,Poor,22,Saturday,April
1d4b20f9-6748-48d0-9525-99bb135e87b3,CU000436,9038141340,TW0149,Sms,4124.0,4791.93,-49.0,2024-03-07 23:49:00,True,569.92,3G,True,True,False,Good,23,Thursday,March
fbb081b7-7df4-41d5-b2a9-a723a83fea7d,CU000560,8067388548,TW0102,Sms,1897.0,1011.92,-87.0,2024-02-22 13:22:00,True,966.87,3G,True,True,False,Fair,13,Thursday,February
c3af0f75-2d17-4f29-9520-79c1599faf88,CU001398,9053964298,TW0061,Voice,6202.0,1534.65,-92.0,2024-04-06 23:52:00,False,572.72,4G,False,True,False,Poor,23,Saturday,April
b558e4c5-36bd-4e26-9ca9-fe74c4986fb1,CU000214,7084128459,TW0147,Voice,6989.0,4547.95,-47.0,2024-05-07 17:27:00,False,833.45,4G,True,True,False,Good,17,Tuesday,May
7ec45ea9-7963-4e82-8e04-9aa941c5c3c4,CU000451,8133452756,TW0019,Sms,4549.0,2738.63,-82.0,2024-02-15 12:07:00,True,33.16,2G,True,True,False,Fair,12,Thursday,February
45191a1c-1767-41fc-a3d3-31883483b53d,CU000001,9058984075,unknown,Voice,1502.0,2063.49,-41.0,2024-02-10 12:49:00,True,825.52,3G,True,True,False,Good,12,Saturday,February
ca91fed6-9f24-4bf7-8a17-8ab9263a0cfe,CU000702,779106221,TW0147,Sms,3942.0,3307.4,-200.0,2024-06-05 01:51:00,False,458.07,5G,True,False,False,Poor,1,Wednesday,June
71cf2023-0188-404b-bbf3-9c1e1737def3,CU000793,9026391124,TW0094,Data,3594.0,4479.03,-41.0,2024-04-30 15:29:00,False,115.63,4G,True,True,False,Good,15,Tuesday,April
5448c868-80a1-4722-8319-5b9b2f9d9384,CU000422,8133865701,TW0120,Data,1498.0,4250.24,-75.0,2024-04-18 16:21:00,False,200.47,4G,True,True,False,Fair,16,Thursday,April
e49c0965-19ce-40c9-9ae4-706433aa49c9,CU001428,7052411026,TW0076,Voice,7007.0,1357.71,-99.0,2024-04-07 12:51:00,True,735.35,4G,False,True,False,Poor,12,Sunday,April
3afa767c-e717-463b-8a31-e58756958117,CU001297,8162201556,TW0067,Data,3625.0,1744.35,-90.0,2024-03-11 07:28:00,True,600.52,2G,True,True,False,Fair,7,Monday,March
81e35bf2-717c-4fe2-ace5-a290cc83f331,CU000645,8184893209,TW0135,Voice,5256.0,1663.83,-200.0,2024-03-30 06:46:00,False,924.91,4G,False,False,False,Poor,6,Saturday,March
b301d04a-cd5c-4600-b24f-8401e7e10db2,CU001058,7057988187,TW0037,Voice,4366.0,2907.13,-83.0,2024-04-11 04:57:00,False,822.24,4G,True,True,False,Fair,4,Thursday,April
1ad3221b-66ec-43b2-8820-6b6c80e15849,CU001452,9034299848,TW0038,Sms,4715.0,4078.58,-109.0,2024-01-06 12:19:00,True,591.9,5G,False,True,False,Poor,12,Saturday,January
d2d89cf5-2de9-4efc-bbd3-83bf1bc345fc,CU000484,8065402249,TW0133,Sms,177.0,1317.93,-79.0,2024-04-24 11:42:00,True,409.89,3G,False,True,False,Fair,11,Wednesday,April
cbbca170-be9a-4c68-995d-1dd2b3065ab9,CU000887,8184167297,TW0136,Data,495.0,3182.54,-51.0,2024-06-23 03:08:00,False,461.72,4G,True,True,False,Good,3,Sunday,June
ac1e1a1f-2b19-40d2-b8ab-669a4f0de17d,CU000210,9065541971,TW0077,Voice,1696.0,0.0,-75.0,2024-04-24 12:54:00,False,119.11,2G,False,True,False,Fair,12,Wednesday,April
faaca3b5-212b-4009-9fac-de17d6f9011e,CU001102,8098722147,TW0117,Sms,2468.0,3653.76,-95.0,2024-01-03 22:43:00,True,877.64,4G,False,True,False,Poor,22,Wednesday,January
c11ed10b-e579-4c3c-9443-4213d644dbe9,CU000926,80533280,TW0003,Sms,6710.0,3959.3,-88.0,2024-03-03 08:56:00,False,996.52,4G,False,True,False,Fair,8,Sunday,March
af8a063f-d98f-45fe-a8ac-3e4e89a49888,CU000762,8064697270,TW0009,Data,0.0,1711.39,-41.0,2024-01-14 21:39:00,True,195.83,2G,True,True,False,Good,21,Sunday,January
d3b8e673-f066-4f99-b66b-effe4feaf277,CU000819,9039727843,unknown,Sms,26.0,146.76,-45.0,2024-01-31 03:09:00,False,215.0,4G,True,True,False,Good,3,Wednesday,January
3a9dc745-a93c-46ec-b521-e560e0bffa44,CU001089,7057117955,TW0052,Voice,319.0,3464.34,-75.0,2024-02-02 11:19:00,True,708.82,3G,True,True,False,Fair,11,Friday,February
2cf436b5-6d34-4265-a8d6-1178dee54880,CU000419,8167519310,TW0125,Voice,4304.0,751.8,-78.0,2024-06-12 06:48:00,True,436.59,4G,False,True,False,Fair,6,Wednesday,June
cbc989c7-7f86-44aa-a3f6-beebdf6b9ba7,INVALID_CU992878,9062724636,TW0087,Data,4198.0,2926.02,-79.0,2024-01-08 14:59:00,True,595.66,4G,True,True,False,Fair,14,Monday,January
934fea07-ab1e-4dfd-a4a7-12d48b7c15af,CU000682,8163812988,TW0054,Voice,637.0,2538.95,-36.0,2024-02-09 18:55:00,False,283.87,3G,True,True,False,Good,18,Friday,February
cc18662d-6064-464d-8f26-918fca0c616a,CU001202,7018650898,TW0038,Data,2034.0,2349.69,-57.0,2024-01-16 13:29:00,True,922.02,2G,False,True,False,Good,13,Tuesday,January
abc3706d-75ff-4707-9162-6752c440e924,CU000864,771024421,TW0145,Data,4002.0,1649.46,-77.0,2024-01-08 04:58:00,True,490.82,3G,False,True,False,Fair,4,Monday,January
48a8675f-f2d4-4212-9405-6af74aaa73a6,CU000754,8162292538,TW0017,Sms,5680.0,1381.53,-39.0,2024-01-13 10:56:00,False,923.63,3G,True,True,False,Good,10,Saturday,January
a88b9de4-69ae-4d9d-956e-b41398403f9d,CU001348,8066974357,TW0055,Voice,7050.0,2073.81,-75.0,2024-04-01 06:05:00,False,370.56,4G,False,True,False,Fair,6,Monday,April
bcfd60be-c994-47c8-b472-60ee6ad99f33,CU001471,7085203320,TW0041,Voice,0.0,1954.85,-115.0,2024-06-06 16:32:00,False,646.23,2G,True,True,False,Poor,16,Thursday,June
509f5feb-e450-4531-b56c-67f650e2ca8b,CU000161,775200727,TW0142,Sms,3026.0,866.06,-84.0,2024-01-13 15:37:00,True,909.65,3G,False,True,False,Fair,15,Saturday,January
06db4575-b8d1-4ba1-85da-b4cb552226da,CU001342,9026697547,TW0115,Voice,514.0,3074.69,-84.0,2024-04-25 04:47:00,False,298.98,3G,True,True,False,Fair,4,Thursday,April
5c606fe8-2ab5-4723-8f12-fef2e3a2f812,CU000985,8167350648,TW0104,Voice,5963.0,1534.77,-88.0,2024-04-28 19:50:00,False,518.28,3G,False,True,False,Fair,19,Sunday,April
ad664d80-edbf-4aa8-9925-fbf60fabfa24,CU001161,8171116892,TW0078,Data,3179.0,3318.76,-88.0,2024-04-08 13:25:00,True,195.98,4G,True,True,False,Fair,13,Monday,April
d271e4f6-1c48-41bd-8433-59738e306fa4,CU001138,8131762915,TW0150,Voice,6596.0,3828.36,-71.0,2024-04-17 18:50:00,True,242.99,3G,False,True,False,Fair,18,Wednesday,April
f4354981-86a6-4249-85fc-3483e2fa6e5f,CU001005,7012762187,unknown,Sms,429.0,1038.94,-49.0,2024-03-10 16:20:00,False,51.46,4G,True,True,False,Good,16,Sunday,March
264b6fcf-8b5d-49d0-ad0b-973385dcb4b6,CU001417,9026235440,TW0126,Voice,6384.0,1036.04,-75.0,2024-04-12 04:08:00,False,528.74,4G,False,True,False,Fair,4,Friday,April
ea6008f3-36e7-45f6-8a9b-d111a9851b4b,CU000833,771406467,TW0076,Data,4903.0,4236.22,-30.0,2024-02-16 06:02:00,True,627.51,5G,False,True,False,Good,6,Friday,February
dea78e9e-a587-4af9-926d-068a2f7a3667,CU000877,9021902080,TW0032,Sms,4877.0,4485.61,-107.0,2024-04-12 07:53:00,True,283.42,2G,True,True,False,Poor,7,Friday,April
19e83427-bdf5-4545-b726-85fc99701383,CU000644,7086007297,unknown,Voice,63.0,1781.23,-33.0,2024-04-21 02:44:00,False,849.39,5G,False,True,False,Good,2,Sunday,April
db60037b-8856-42fa-974c-3bee12af83e1,CU000385,9033798423,TW0062,Voice,1881.0,4595.22,-200.0,2024-03-10 01:57:00,True,188.35,2G,False,False,False,Poor,1,Sunday,March
23ea511c-b387-4eff-8adf-4259f280ddcb,CU000460,8043487805,unknown,Sms,1663.0,32.57,-73.0,2024-06-28 08:14:00,False,33.0,3G,False,True,False,Fair,8,Friday,June
36bedb9b-9582-408a-8c36-9e1d744e94b3,CU000228,9093896166,TW0070,Voice,2793.0,4369.12,-33.0,2024-02-27 11:24:00,False,454.01,4G,False,True,False,Good,11,Tuesday,February
3097f922-0209-47dc-90be-8576835e92ea,CU000485,9025831487,TW0025,Voice,6342.0,152.63,-113.0,2024-06-24 20:04:00,False,995.03,5G,True,True,False,Poor,20,Monday,June
da1a7745-ba07-4cac-b4f0-171ff3723c33,CU000528,776953559,INVALID_TW9616,Data,353.0,3521.04,-83.0,2024-03-31 12:55:00,True,576.55,5G,False,True,False,Fair,12,Sunday,March
9d835086-703c-4bc3-ad1b-caac0b23261e,CU001337,8043283131,TW0083,Data,1493.0,0.0,-68.0,2024-01-07 16:55:00,True,739.5,2G,True,True,False,Good,16,Sunday,January
