call_id,customer_id,phone_number,tower_id,call_type,call_duration_seconds,data_usage_mb,signal_strength_dbm,call_timestamp,call_success,revenue_naira,network_type,roaming
0df61e5a-c369-4981-88d1-82962c7509a1,CU000687,80734388,TW0044,data,42,2464.44,-79,18/05/2024 06:39,FALSE,894.17,5G,TRUE
a145d418-04f7-46e0-8960-8841d98fec16,CU000482,9094803579,TW0133,sms,,1030.96,-95,11/04/2024 08:28,Yes,413.3,4G,1
98202b41-dd69-4424-8d97-c6ff569c2619,CU000473,8044331985,,Data,723,2001.62,-78,29/03/2024 03:47,Yes,253.06,2G,Yes
73990b85-9fdf-43a4-9ae4-f3e5f79fc3af,CU001440,8172383817,,sms,560,2695.07,-81,08/04/2024 10:21,Yes,379.08,4G,Yes
2081e365-dc00-4430-b73f-c1c644da5f9f,CU000524,80644207,TW0064,data,6380,4958.34,-109,09/03/2024 18:22,Y,787.93,2G,TRUE
9ea61c9e-96c0-49ba-bf4e-d3bf12d0c3f5,CU000848,7052951364,INVALID_TW9088,Voice,1127,3877.18,-54,06/04/2024 23:55,0,390.58,4g,FALSE
0b17043e-e280-4468-b840-6bebd6757955,CU000666,8179320247,TW0015,Data,,4899.2,-87,08/01/2024 22:50,TRUE,240.55,4g,0
be5e19c8-4a80-4082-855e-fa3badb614cc,CU000070,7013293721,TW0122,sms,-1721,2435.07,-36,27/05/2024 12:27,No,293.68,2G,0
cfd8434d-14fb-418a-b3bf-e9b0055e8eff,CU000268,8067430736,TW0091,Data,1380,4836.15,-112,14/06/2024 10:43,Y,711.6,4g,FALSE
65694b64-c712-4527-9e21-26f25cfc97ca,CU001472,8139417437,TW0132,data,5599,265.1,,22/05/2024 23:15,Yes,873.96,4g,Yes
76b8b34a-09cb-4203-8223-dd29ce6c514a,CU001446,8048164274,TW0074,voice,6945,1226.12,-101,18/05/2024 18:35,0,48.28,3G,No
87b4dd23-2307-4157-bd04-a752c2095678,CU000968,8131936211,TW0117,sms,678,2801.84,-112,14/05/2024 15:46,FALSE,115.99,5G,TRUE
456561ed-aa25-4105-82c4-20b06c44dfee,CU001460,8162429208,TW0066,voice,844,4281.29,-47,27/04/2024 16:58,No,970.07,3G,FALSE
7beb190f-ec51-40fa-9721-35a9509106f9,CU001146,9021877905,TW0124,Voice,5963,23.66,-49,31/01/2024 17:53,1,754.95,5G,No
abdc6f18-bbfb-406c-a6c0-cc79542af760,CU000844,7025546937,TW0105,Voice,1215,1802.93,-94,20/05/2024 16:08,TRUE,829.11,3G,0
f1b87aad-f9b7-4393-89f8-d50b5b8e21a1,CU000504,8094728964,TW0006,Voice,6362,3157.57,-67,29/06/2024 01:36,0,272.96,4G,1
5fa41120-1e4b-4283-8410-f012635dd98c,CU000624,8175512879,TW0112,Data,7087,3420.57,-76,16/01/2024 12:23,Yes,89.81,4g,1
937cb41a-1c0c-4c21-825c-ee749d93f86f,CU001183,9063722426,TW0070,SMS,,201.79,-104,08/02/2024 21:57,No,171.83,4G,No
910d347e-80d5-41a2-b4bf-22754d4990e3,CU000068,9093576390,INVALID_TW9932,data,3780,4100.09,-115,07/04/2024 11:07,No,708.09,3G,No
b54843ca-a158-45eb-92ad-63fe107145ae,CU000734,9061506789,TW0007,SMS,1719,4620.75,-94,19/02/2024 05:49,0,465.35,3G,No
58097512-3529-458b-bf00-184994835589,CU000073,8063864080,TW0149,Data,1879,,-114,02/01/2024 00:17,0,233.22,3G,0
e84726c3-234d-44a2-a840-0f416ece0dc3,CU000576,7056336813,TW0132,Voice,5198,412.45,-58,20/05/2024 11:48,FALSE,477.52,5G,1
d1803ebb-6555-4cb5-aadf-3f39097eaf78,CU001446,7056809223,TW0099,SMS,2477,,-58,19/06/2024 04:40,N,198.22,4g,No
0532e37e-e3df-4c8d-adf1-308d85216ce3,CU000272,8166197128,TW0053,data,4555,4013.94,-43,26/04/2024 22:23,0,164.98,4g,1
69f178b6-b1d2-4135-9a4a-eb1a221034e0,CU000744,8137488346,TW0108,data,5578,,-70,21/04/2024 07:19,Y,471.03,4G,1
868e6ec7-5d88-47c2-b492-d06e043a5226,CU001196,8169151402,TW0064,Voice,5043,3653.57,-78,17/02/2024 21:28,0,572.76,5G,FALSE
a78f5ba3-7f67-4600-8fd2-77be94ddd09a,CU000592,9051211902,TW0087,voice,,1601.93,,02/04/2024 04:47,FALSE,15.7,3G,0
d5032f8e-665d-4bcb-b9f7-0a5afa8d1e49,CU000771,8062400732,TW0053,SMS,6085,1754.62,-61,22/02/2024 06:38,Y,667.53,2G,TRUE
d6a46576-ebc4-48f4-bd65-76880d42a4b4,CU001064,8094020446,INVALID_TW9010,sms,5898,114.53,-101,15/04/2024 15:32,No,630.1,4G,TRUE
2cbe3acd-4dd1-48ad-99b1-21ee593d00f7,CU001263,80374552,TW0015,Data,4910,483.64,-30,17/06/2024 08:26,Yes,254.94,5G,FALSE
c1572095-29d0-4bf2-aaaf-aca6802d403c,,7024980198,TW0139,Voice,6096,4459.3,-104,08/05/2024 09:47,N,90.57,4g,1
1245f4d7-e886-4c67-b12a-8264791b159f,CU000541,8163274639,TW0071,Voice,4966,2540.56,-56,11/01/2024 21:24,Y,802.22,3g,FALSE
4c4ddb5e-583f-4951-8db2-2f362495c558,,9028683940,TW0060,Voice,2703,,-33,01/04/2024 09:26,Yes,381.76,2G,Yes
4c28f8c0-3d2b-49ac-85f7-2df95c696113,CU000904,7027240267,TW0123,SMS,3525,2914.19,-110,19/04/2024 10:22,Y,710.16,3g,0
b454f4b5-ad3a-4994-bd17-25243cf0de4b,CU000620,8092130901,TW0012,SMS,4269,1074.29,,16/04/2024 00:10,No,785.4,5G,FALSE
7b0a5b4f-bb64-4c3d-aaa7-9a3b48723033,CU000141,8047788857,INVALID_TW9896,Voice,2410,4280.75,-51,24/01/2024 03:12,Y,625.47,3g,Yes
c68824ae-3d6a-43cc-bdc2-892e0d45bfea,CU001376,80679324,TW0031,voice,,,-52,22/04/2024 04:38,0,707.14,4g,0
af424f64-dc0a-4ba6-a0c0-8e3e9626d522,INVALID_CU992011,8064116123,TW0094,Voice,3461,4814.19,-103,20/01/2024 08:02,TRUE,943.67,3G,No
28a95c35-bf43-4fad-810b-4847f940a0f8,,8159846486,TW0121,SMS,3156,2244.83,-71,12/04/2024 23:02,0,916.85,5G,1
f5427433-9d95-41f2-9afd-d09e8b184ca5,CU001005,9056014920,TW0019,data,1376,2771.84,-38,17/01/2024 19:54,0,195.67,3G,Yes
2b473980-62a0-4e37-8346-97b26a3083a1,CU001190,9059670745,TW0131,data,1111,3940.15,-84,18/06/2024 00:56,Y,633.27,4g,No
39ba0ea1-28de-425f-8a20-2d67aece4234,CU000705,80757768,INVALID_TW9295,data,533,244.77,-66,02/01/2024 23:50,Y,839.83,4g,0
6fe2d8f1-a6c0-453c-855a-c4df335ec0c0,,8157845217,TW0027,Data,2237,1628.42,,08/01/2024 04:44,Yes,340.48,5G,1
f14dc08a-59dc-4aa1-9ebc-471394f76143,CU000714,7051506516,TW0140,Data,332,708.3,-110,19/03/2024 13:11,0,674.48,3g,1
fe4ed250-c569-4ad3-9174-2bb29ec03987,CU001230,8138816646,TW0100,Data,1599,1953.73,-84,06/05/2024 18:58,1,966.09,3g,No
18abe32c-7b0a-492d-97ce-7636c931b12a,CU000800,8037691200,TW0100,sms,6297,1995.09,150,19/03/2024 13:30,TRUE,124.94,4G,No
f1ad33dc-bfb8-4677-8469-42d8ba45659d,CU000605,776453433,TW0126,SMS,515,4109.3,-104,22/02/2024 23:24,TRUE,0.69,4G,0
55128ab5-7bff-4cd8-b3f6-dcd48e03443b,CU000129,7056336813,TW0080,SMS,884,4246.12,-101,03/01/2024 08:23,Y,16.66,4g,1
46dda16a-c071-4cfb-9e7f-e51772bc021b,CU001487,7085507448,TW0063,Data,1012,55583,,10/03/2024 00:51,N,511.99,4G,0
47dfeda7-b33a-47b7-8496-27c08941d826,CU000987,8093177667,TW0120,SMS,4456,4369.35,-101,25/01/2024 23:33,FALSE,653.14,2G,0
8b1efc17-0243-4e56-bb7f-898a4d2c19b5,CU000837,8092597520,TW0080,Data,3794,3082.76,-93,22/06/2024 09:32,1,195.42,5G,0
904d1d53-fcce-4062-992f-54cb4f2d3112,,None,TW0048,Data,956,2329.71,-49,17/02/2024 16:30,TRUE,987.01,5G,No
ff7f4e80-9abd-4ead-9b5f-a627b75502f2,CU001091,7045356572,TW0097,Data,4472,1496.14,-56,24/04/2024 22:58,No,604.18,2G,Yes
b3f98629-cb76-4b13-803d-1a8a28ce841a,,7052786964,,voice,3938,3559.36,-88,08/03/2024 18:50,Y,931.37,4G,0
4d45fb08-8550-4262-a3cb-aaeca06d3dde,CU001219,9093576390,TW0053,voice,6964,4053.87,-74,28/02/2024 00:05,TRUE,746.31,3g,Yes
698ecd4a-eb3d-4f64-9108-13b0dec03560,CU001458,8066157785,TW0128,Voice,2915,3584.71,-53,14/05/2024 04:07,1,499.14,4G,FALSE
25a512c6-6131-4294-bdb1-e413974344c2,CU001006,7086288400,TW0057,sms,,4762.89,,11/02/2024 14:13,FALSE,980.56,3g,0
b97826a6-4e0e-4c8e-8d77-d8821af33e44,CU000635,80960624,TW0102,voice,,1279.19,-92,13/04/2024 22:08,1,120.15,3G,0
1d4b20f9-6748-48d0-9525-99bb135e87b3,CU000436,9038141340,TW0149,sms,4124,4791.93,-49,07/03/2024 23:49,Y,569.92,3g,TRUE
fbb081b7-7df4-41d5-b2a9-a723a83fea7d,CU000560,8067388548,TW0102,sms,1897,1011.92,-87,22/02/2024 13:22,1,966.87,3G,TRUE
c3af0f75-2d17-4f29-9520-79c1599faf88,CU001398,9053964298,TW0061,voice,6202,1534.65,-92,06/04/2024 23:52,No,572.72,4G,FALSE
b558e4c5-36bd-4e26-9ca9-fe74c4986fb1,CU000214,7084128459,TW0147,voice,6989,4547.95,-47,07/05/2024 17:27,0,833.45,4G,TRUE
7ec45ea9-7963-4e82-8e04-9aa941c5c3c4,CU000451,8133452756,TW0019,sms,4549,2738.63,-82,15/02/2024 12:07,TRUE,33.16,2G,TRUE
45191a1c-1767-41fc-a3d3-31883483b53d,CU000001,9058984075,,Voice,1502,2063.49,-41,10/02/2024 12:49,Yes,825.52,3g,1
45191a1c-1767-41fc-a3d3-31883483b53d,CU000001,9058984075,,Voice,1502,2063.49,-41,10/02/2024 12:49,Yes,825.52,3g,1
ca91fed6-9f24-4bf7-8a17-8ab9263a0cfe,CU000702,779106221,TW0147,SMS,3942,3307.4,-200,05/06/2024 01:51,0,458.07,5G,Yes
71cf2023-0188-404b-bbf3-9c1e1737def3,CU000793,9026391124,TW0094,data,3594,4479.03,-41,30/04/2024 15:29,FALSE,115.63,4G,Yes
5448c868-80a1-4722-8319-5b9b2f9d9384,CU000422,8133865701,TW0120,data,1498,4250.24,,18/04/2024 16:21,N,200.47,4G,1
e49c0965-19ce-40c9-9ae4-706433aa49c9,CU001428,7052411026,TW0076,voice,7007,1357.71,-99,07/04/2024 12:51,Yes,735.35,4g,No
3afa767c-e717-463b-8a31-e58756958117,CU001297,8162201556,TW0067,data,3625,1744.35,-90,11/03/2024 07:28,1,600.52,2G,1
81e35bf2-717c-4fe2-ace5-a290cc83f331,CU000645,8184893209,TW0135,voice,5256,1663.83,-200,30/03/2024 06:46,No,924.91,4g,FALSE
32755cb0-b57a-415e-b612-ea828e82f6c5,CU000778,None,TW0064,Data,6064,,-117,01/05/2024 06:11,Yes,838.43,4G,TRUE
b301d04a-cd5c-4600-b24f-8401e7e10db2,CU001058,7057988187,TW0037,voice,4366,2907.13,-83,11/04/2024 04:57,0,822.24,4g,1
1ad3221b-66ec-43b2-8820-6b6c80e15849,CU001452,9034299848,TW0038,sms,4715,4078.58,-109,06/01/2024 12:19,Yes,591.9,5G,No
d2d89cf5-2de9-4efc-bbd3-83bf1bc345fc,CU000484,8065402249,TW0133,sms,177,1317.93,-79,24/04/2024 11:42,1,409.89,3G,No
cbbca170-be9a-4c68-995d-1dd2b3065ab9,CU000887,8184167297,TW0136,data,495,3182.54,-51,23/06/2024 03:08,N,461.72,4G,1
ac1e1a1f-2b19-40d2-b8ab-669a4f0de17d,CU000210,9065541971,TW0077,Voice,1696,,,24/04/2024 12:54,No,119.11,2G,No
faaca3b5-212b-4009-9fac-de17d6f9011e,CU001102,8098722147,TW0117,SMS,2468,3653.76,-95,03/01/2024 22:43,Yes,877.64,4g,FALSE
c11ed10b-e579-4c3c-9443-4213d644dbe9,CU000926,80533280,TW0003,sms,6710,3959.3,-88,03/03/2024 08:56,No,996.52,4g,FALSE
af8a063f-d98f-45fe-a8ac-3e4e89a49888,CU000762,8064697270,TW0009,data,,1711.39,-41,14/01/2024 21:39,Y,195.83,2G,1
d3b8e673-f066-4f99-b66b-effe4feaf277,CU000819,9039727843,,SMS,26,146.76,-45,31/01/2024 03:09,No,215,4g,Yes
d3b8e673-f066-4f99-b66b-effe4feaf277,CU000819,9039727843,,SMS,26,146.76,-45,31/01/2024 03:09,No,215,4g,Yes
3a9dc745-a93c-46ec-b521-e560e0bffa44,CU001089,7057117955,TW0052,Voice,319,3464.34,,02/02/2024 11:19,Yes,708.82,3G,1
2cf436b5-6d34-4265-a8d6-1178dee54880,CU000419,8167519310,TW0125,Voice,4304,751.8,-78,12/06/2024 06:48,1,436.59,4G,FALSE
50750d9c-a212-4a9c-b329-10b15a934d5c,,9068147819,TW0026,SMS,,3427.81,-53,18/06/2024 23:46,No,844.97,4G,0
cbc989c7-7f86-44aa-a3f6-beebdf6b9ba7,INVALID_CU992878,9062724636,TW0087,data,4198,2926.02,-79,08/01/2024 14:59,Y,595.66,4G,Yes
934fea07-ab1e-4dfd-a4a7-12d48b7c15af,CU000682,8163812988,TW0054,voice,637,2538.95,-36,09/02/2024 18:55,No,283.87,3g,TRUE
cc18662d-6064-464d-8f26-918fca0c616a,CU001202,7018650898,TW0038,Data,2034,2349.69,-57,16/01/2024 13:29,Yes,922.02,2G,No
abc3706d-75ff-4707-9162-6752c440e924,CU000864,771024421,TW0145,data,4002,1649.46,-77,08/01/2024 04:58,1,490.82,3g,No
48a8675f-f2d4-4212-9405-6af74aaa73a6,CU000754,8162292538,TW0017,SMS,5680,1381.53,-39,13/01/2024 10:56,No,923.63,3G,TRUE
a88b9de4-69ae-4d9d-956e-b41398403f9d,CU001348,8066974357,TW0055,Voice,7050,2073.81,,01/04/2024 06:05,FALSE,370.56,4G,0
bcfd60be-c994-47c8-b472-60ee6ad99f33,CU001471,7085203320,TW0041,voice,,1954.85,-115,06/06/2024 16:32,No,646.23,2G,TRUE
509f5feb-e450-4531-b56c-67f650e2ca8b,CU000161,775200727,TW0142,SMS,3026,866.06,-84,13/01/2024 15:37,1,909.65,3g,0
06db4575-b8d1-4ba1-85da-b4cb552226da,CU001342,9026697547,TW0115,voice,514,3074.69,-84,25/04/2024 04:47,0,298.98,3g,TRUE
5c606fe8-2ab5-4723-8f12-fef2e3a2f812,CU000985,8167350648,TW0104,voice,5963,1534.77,-88,28/04/2024 19:50,No,518.28,3g,0
ad664d80-edbf-4aa8-9925-fbf60fabfa24,CU001161,8171116892,TW0078,Data,3179,3318.76,-88,08/04/2024 13:25,1,195.98,4G,TRUE
d271e4f6-1c48-41bd-8433-59738e306fa4,CU001138,8131762915,TW0150,Voice,6596,3828.36,-71,17/04/2024 18:50,1,242.99,3g,0
f4354981-86a6-4249-85fc-3483e2fa6e5f,CU001005,7012762187,,sms,429,1038.94,-49,10/03/2024 16:20,0,51.46,4G,Yes
e8c96382-71e0-4b0d-b70c-e76ab973ce99,CU000921,None,TW0084,Data,,4580.28,-62,08/05/2024 20:47,Y,261.14,4G,1
f1412a6b-4dd9-498c-8307-42bc0fa96383,,8167765880,TW0058,data,879,2171.97,-88,05/03/2024 03:55,1,50.71,4G,TRUE
dc04ca3c-f799-478c-b1f5-0d5001b16eaf,,8036350866,TW0136,SMS,2787,3136.75,-80,20/05/2024 16:55,N,899.04,5G,0
264b6fcf-8b5d-49d0-ad0b-973385dcb4b6,CU001417,9026235440,TW0126,Voice,6384,1036.04,,12/04/2024 04:08,FALSE,528.74,4G,No
ea6008f3-36e7-45f6-8a9b-d111a9851b4b,CU000833,771406467,TW0076,Data,4903,4236.22,-30,16/02/2024 06:02,TRUE,627.51,5G,0
dea78e9e-a587-4af9-926d-068a2f7a3667,CU000877,9021902080,TW0032,SMS,4877,4485.61,-107,12/04/2024 07:53,TRUE,283.42,2G,1
53c91456-1cd5-4f59-b3bd-9422bc84f99b,CU000871,None,TW0023,Data,3261,877.67,-109,15/04/2024 14:08,TRUE,674.45,5G,0
19e83427-bdf5-4545-b726-85fc99701383,CU000644,7086007297,,voice,63,1781.23,-33,21/04/2024 02:44,FALSE,849.39,5G,0
db60037b-8856-42fa-974c-3bee12af83e1,CU000385,9033798423,TW0062,Voice,1881,4595.22,-200,10/03/2024 01:57,Yes,188.35,2G,0
55d0cd01-4f3a-4da8-bae0-ed234346696d,,9062573856,INVALID_TW9277,data,6142,1671.64,-78,29/01/2024 16:02,No,98.53,4g,FALSE
23ea511c-b387-4eff-8adf-4259f280ddcb,CU000460,8043487805,,sms,1663,32.57,-73,28/06/2024 08:14,N,33,3g,FALSE
36bedb9b-9582-408a-8c36-9e1d744e94b3,CU000228,9093896166,TW0070,voice,2793,4369.12,-33,27/02/2024 11:24,FALSE,454.01,4g,No
3097f922-0209-47dc-90be-8576835e92ea,CU000485,9025831487,TW0025,voice,6342,152.63,-113,24/06/2024 20:04,0,995.03,5G,Yes
da1a7745-ba07-4cac-b4f0-171ff3723c33,CU000528,776953559,INVALID_TW9616,Data,353,3521.04,-83,31/03/2024 12:55,TRUE,576.55,5G,FALSE
9d835086-703c-4bc3-ad1b-caac0b23261e,CU001337,8043283131,TW0083,data,1493,,-68,07/01/2024 16:55,TRUE,739.5,2G,1
424f7939-9887-457b-8e8c-fe755538512d,,8035781626,TW0112,voice,4829,2858.86,-112,16/06/2024 11:59,N,464.94,5G,No
190f73b3-7f9c-44ab-9e01-226f404807d9,CU000790,7081979022,TW0119,data,823,1679.26,-44,12/04/2024 18:43,1,149.3,4G,TRUE
c3cb680a-7f0d-4ca6-8a58-e55249d12c87,CU001494,None,TW0062,voice,6050,3985.4,-35,05/06/2024 16:26,N,189.14,4g,TRUE
a7503e63-4391-492a-b775-c7a7e1a88f04,CU000537,9055847450,TW0126,SMS,2311,3036.06,-42,08/06/2024 18:30,FALSE,177.44,3G,TRUE
2a3237fc-4d88-46c9-9b50-742b0ec3acf5,CU000521,7014034385,TW0016,Data,4734,,-47,23/01/2024 07:48,N,556.81,2G,Yes
aec4ac2f-24c7-4b5d-9233-d7c537ddb77a,,9057604455,TW0132,sms,3063,1647.12,-66,25/06/2024 03:11,1,403.23,3g,1
c9a0dcb5-3139-47ca-9ebb-2b68e3a49087,CU001169,8158773056,,SMS,6558,2895.05,-38,27/04/2024 14:23,TRUE,316.27,5G,0
b1bcde92-e801-407b-badf-ebddca557571,CU000616,8066808785,,Data,1028,,-94,30/03/2024 14:10,Yes,515.57,3g,FALSE
79e8163c-25de-4e74-b629-d20d9e55b3e1,CU000722,8179881663,TW0096,Voice,1527,1282.91,-108,14/04/2024 12:36,Yes,227.83,4g,0
48665159-224e-4ee7-b8e2-84c27e877506,CU001469,7045460981,TW0028,Voice,2456,,-60,07/03/2024 02:32,Y,611.3,4g,0
5d639acc-4ed7-48f7-be76-8099623824be,CU000658,8174749702,TW0063,Data,2512,4438.69,-109,24/03/2024 13:18,1,384.35,4G,Yes
88f2d6ef-588e-46e2-ad7a-ec80344fc83e,INVALID_CU923313,8175371673,TW0042,voice,6803,3545.24,-41,27/06/2024 21:18,Yes,384.92,2G,1
91b4c203-0d70-49f3-bb0b-dafa364ea58a,,8092406064,TW0067,Voice,414,3980.53,,14/05/2024 20:48,FALSE,740.21,2G,FALSE
888b325c-9a01-4e17-863f-fbb335570da6,CU000138,8156267430,TW0125,SMS,340,1687.17,-110,15/05/2024 00:08,No,980.52,4g,TRUE
b29a00c6-964d-4235-8cf6-99bb7c10852a,CU000900,7011799541,TW0082,SMS,810,3635.14,-48,16/01/2024 20:43,Yes,160.03,4g,1
2a5f2851-024c-4c7c-b015-29384be0ca4f,CU000173,777126467,TW0029,Data,4204,3466.84,-47,28/05/2024 22:01,N,301.97,2G,FALSE
8af6d379-7e35-48d7-b569-6a58702ceb89,,7015125519,TW0078,sms,4122,2602.86,-41,17/03/2024 21:20,FALSE,913.14,4G,Yes
